Year,Disposal Method,Region,Local Authority,Observation status,Unit multiplier,GeoCode,Value
2008/09,Incineration with EfW,East Midlands,,Undefined,Units,E12000004,6.9
2008/09,Incineration without EfW,East Midlands,,Undefined,Units,E12000004,0.0
2008/09,Recycled-composted,East Midlands,,Undefined,Units,E12000004,42.9
2008/09,Other,East Midlands,,Undefined,Units,E12000004,0.6
2008/09,Landfill,East of England,,Undefined,Units,E12000006,54.400000000000006
2008/09,Incineration with EfW,East of England,,Undefined,Units,E12000006,2.0
2008/09,Incineration without EfW,East of England,,Undefined,Units,E12000006,0.0
2008/09,Recycled-composted,East of England,,Undefined,Units,E12000006,43.5
2008/09,Other,East of England,,Undefined,Units,E12000006,0.0
2008/09,Landfill,South East,,Undefined,Units,E12000008,45.6
2008/09,Incineration with EfW,South East,,Undefined,Units,E12000008,15.3
2008/09,Incineration without EfW,South East,,Undefined,Units,E12000008,0.0
2008/09,Recycled-composted,South East,,Undefined,Units,E12000008,39.1
2008/09,Other,South East,,Undefined,Units,E12000008,0.0
2008/09,Landfill,North East,,Undefined,Units,E12000001,52.2
2008/09,Incineration with EfW,North East,,Undefined,Units,E12000001,14.499999999999998
2008/09,Incineration without EfW,North East,,Undefined,Units,E12000001,0.0
2008/09,Recycled-composted,North East,,Undefined,Units,E12000001,31.4
2008/09,Other,North East,,Undefined,Units,E12000001,1.9
2008/09,Landfill,Yorkshire and the Humber,,Undefined,Units,E12000003,55.7
2008/09,Incineration with EfW,Yorkshire and the Humber,,Undefined,Units,E12000003,10.2
2008/09,Incineration without EfW,Yorkshire and the Humber,,Undefined,Units,E12000003,0.0
2008/09,Recycled-composted,Yorkshire and the Humber,,Undefined,Units,E12000003,33.4
2008/09,Other,Yorkshire and the Humber,,Undefined,Units,E12000003,0.7000000000000001
2008/09,Landfill,West Midlands,,Undefined,Units,E12000005,32.5
2008/09,Incineration with EfW,West Midlands,,Undefined,Units,E12000005,31.9
2008/09,Incineration without EfW,West Midlands,,Undefined,Units,E12000005,0.0
2008/09,Recycled-composted,West Midlands,,Undefined,Units,E12000005,35.5
2008/09,Other,West Midlands,,Undefined,Units,E12000005,0.0
2008/09,Landfill,London,,Undefined,Units,E12000007,49.0
2008/09,Incineration with EfW,London,,Undefined,Units,E12000007,22.9
2008/09,Incineration without EfW,London,,Undefined,Units,E12000007,0.0
2008/09,Recycled-composted,London,,Undefined,Units,E12000007,25.0
2008/09,Other,London,,Undefined,Units,E12000007,3.1
2008/09,Landfill,South West,,Undefined,Units,E12000009,56.39999999999999
2008/09,Incineration with EfW,South West,,Undefined,Units,E12000009,0.3
2008/09,Incineration without EfW,South West,,Undefined,Units,E12000009,0.1
2008/09,Recycled-composted,South West,,Undefined,Units,E12000009,43.1
2008/09,Other,South West,,Undefined,Units,E12000009,0.2
2009/10,Landfill,,,Undefined,Units,,46.9
2009/10,Incineration with EfW,,,Undefined,Units,,13.6
2009/10,Incineration without EfW,,,Undefined,Units,,0.0
2009/10,Recycled-composted,,,Undefined,Units,,38.6
2009/10,Other,,,Undefined,Units,,1.0
2009/10,Landfill,North West,,Undefined,Units,E12000002,59.2
2009/10,Incineration with EfW,North West,,Undefined,Units,E12000002,2.2
2009/10,Incineration without EfW,North West,,Undefined,Units,E12000002,0.0
2009/10,Recycled-composted,North West,,Undefined,Units,E12000002,38.3
2009/10,Other,North West,,Undefined,Units,E12000002,0.2
2009/10,Landfill,East Midlands,,Undefined,Units,E12000004,48.1
2009/10,Incineration with EfW,East Midlands,,Undefined,Units,E12000004,6.5
2009/10,Incineration without EfW,East Midlands,,Undefined,Units,E12000004,0.0
2009/10,Recycled-composted,East Midlands,,Undefined,Units,E12000004,44.2
2009/10,Other,East Midlands,,Undefined,Units,E12000004,1.2
2009/10,Landfill,East of England,,Undefined,Units,E12000006,50.9
2009/10,Incineration with EfW,East of England,,Undefined,Units,E12000006,2.9000000000000004
2009/10,Incineration without EfW,East of England,,Undefined,Units,E12000006,0.0
2009/10,Recycled-composted,East of England,,Undefined,Units,E12000006,45.7
2009/10,Other,East of England,,Undefined,Units,E12000006,0.5
2009/10,Landfill,South East,,Undefined,Units,E12000008,37.9
2009/10,Incineration with EfW,South East,,Undefined,Units,E12000008,21.5
2009/10,Incineration without EfW,South East,,Undefined,Units,E12000008,0.0
2009/10,Recycled-composted,South East,,Undefined,Units,E12000008,40.6
2009/10,Other,South East,,Undefined,Units,E12000008,-0.1
2009/10,Landfill,North East,,Undefined,Units,E12000001,44.0
2009/10,Incineration with EfW,North East,,Undefined,Units,E12000001,18.6
2009/10,Incineration without EfW,North East,,Undefined,Units,E12000001,0.0
2009/10,Recycled-composted,North East,,Undefined,Units,E12000001,35.4
2009/10,Other,North East,,Undefined,Units,E12000001,2.0
2009/10,Landfill,Yorkshire and the Humber,,Undefined,Units,E12000003,49.5
2009/10,Incineration with EfW,Yorkshire and the Humber,,Undefined,Units,E12000003,12.6
2009/10,Incineration without EfW,Yorkshire and the Humber,,Undefined,Units,E12000003,0.0
2009/10,Recycled-composted,Yorkshire and the Humber,,Undefined,Units,E12000003,36.3
2009/10,Other,Yorkshire and the Humber,,Undefined,Units,E12000003,1.6
2009/10,Landfill,West Midlands,,Undefined,Units,E12000005,28.5
2009/10,Incineration with EfW,West Midlands,,Undefined,Units,E12000005,33.0
2009/10,Incineration without EfW,West Midlands,,Undefined,Units,E12000005,0.0
2009/10,Recycled-composted,West Midlands,,Undefined,Units,E12000005,38.5
2009/10,Other,West Midlands,,Undefined,Units,E12000005,0.0
2009/10,Landfill,London,,Undefined,Units,E12000007,48.7
2009/10,Incineration with EfW,London,,Undefined,Units,E12000007,20.8
2009/10,Incineration without EfW,London,,Undefined,Units,E12000007,0.0
2009/10,Recycled-composted,London,,Undefined,Units,E12000007,27.4
2009/10,Other,London,,Undefined,Units,E12000007,3.0
2009/10,Landfill,South West,,Undefined,Units,E12000009,54.3
2009/10,Incineration with EfW,South West,,Undefined,Units,E12000009,1.7000000000000002
2009/10,Incineration without EfW,South West,,Undefined,Units,E12000009,0.1
2009/10,Recycled-composted,South West,,Undefined,Units,E12000009,43.3
2009/10,Other,South West,,Undefined,Units,E12000009,0.6
2010/11,Landfill,,,Undefined,Units,,43.3
2010/11,Incineration with EfW,,,Undefined,Units,,15.1
2010/11,Incineration without EfW,,,Undefined,Units,,0.0
2010/11,Recycled-composted,,,Undefined,Units,,40.2
2010/11,Other,,,Undefined,Units,,1.4
2010/11,Landfill,North West,,Undefined,Units,E12000002,55.50000000000001
2010/11,Incineration with EfW,North West,,Undefined,Units,E12000002,1.9
2010/11,Incineration without EfW,North West,,Undefined,Units,E12000002,0.0
2010/11,Recycled-composted,North West,,Undefined,Units,E12000002,40.2
2010/11,Other,North West,,Undefined,Units,E12000002,2.4
2010/11,Landfill,East Midlands,,Undefined,Units,E12000004,44.5
2010/11,Incineration with EfW,East Midlands,,Undefined,Units,E12000004,9.0
2010/11,Incineration without EfW,East Midlands,,Undefined,Units,E12000004,0.0
2010/11,Recycled-composted,East Midlands,,Undefined,Units,E12000004,44.8
2010/11,Other,East Midlands,,Undefined,Units,E12000004,1.6
2010/11,Landfill,East of England,,Undefined,Units,E12000006,47.3
2010/11,Incineration with EfW,East of England,,Undefined,Units,E12000006,4.4
2010/11,Incineration without EfW,East of England,,Undefined,Units,E12000006,0.0
2010/11,Recycled-composted,East of England,,Undefined,Units,E12000006,47.8
2010/11,Other,East of England,,Undefined,Units,E12000006,0.6
2010/11,Landfill,South East,,Undefined,Units,E12000008,32.7
2010/11,Incineration with EfW,South East,,Undefined,Units,E12000008,25.6
2010/11,Incineration without EfW,South East,,Undefined,Units,E12000008,0.0
2010/11,Recycled-composted,South East,,Undefined,Units,E12000008,41.9
2010/11,Other,South East,,Undefined,Units,E12000008,-0.1
2010/11,Landfill,North East,,Undefined,Units,E12000001,41.5
2010/11,Incineration with EfW,North East,,Undefined,Units,E12000001,18.9
2010/11,Incineration without EfW,North East,,Undefined,Units,E12000001,0.0
2010/11,Recycled-composted,North East,,Undefined,Units,E12000001,36.8
2010/11,Other,North East,,Undefined,Units,E12000001,2.8000000000000003
2010/11,Landfill,Yorkshire and the Humber,,Undefined,Units,E12000003,48.0
2010/11,Incineration with EfW,Yorkshire and the Humber,,Undefined,Units,E12000003,12.7
2010/11,Incineration without EfW,Yorkshire and the Humber,,Undefined,Units,E12000003,0.0
2010/11,Recycled-composted,Yorkshire and the Humber,,Undefined,Units,E12000003,38.4
2010/11,Other,Yorkshire and the Humber,,Undefined,Units,E12000003,1.0
2010/11,Landfill,West Midlands,,Undefined,Units,E12000005,26.700000000000003
2010/11,Incineration with EfW,West Midlands,,Undefined,Units,E12000005,33.0
2010/11,Incineration without EfW,West Midlands,,Undefined,Units,E12000005,0.0
2010/11,Recycled-composted,West Midlands,,Undefined,Units,E12000005,40.3
2010/11,Other,West Midlands,,Undefined,Units,E12000005,0.0
2010/11,Landfill,London,,Undefined,Units,E12000007,44.7
2010/11,Incineration with EfW,London,,Undefined,Units,E12000007,23.6
2010/11,Incineration without EfW,London,,Undefined,Units,E12000007,0.0
2010/11,Recycled-composted,London,,Undefined,Units,E12000007,28.3
2010/11,Other,London,,Undefined,Units,E12000007,3.4000000000000004
2010/11,Landfill,South West,,Undefined,Units,E12000009,49.6
2010/11,Incineration with EfW,South West,,Undefined,Units,E12000009,3.3000000000000003
2010/11,Incineration without EfW,South West,,Undefined,Units,E12000009,0.1
2010/11,Recycled-composted,South West,,Undefined,Units,E12000009,46.1
2010/11,Other,South West,,Undefined,Units,E12000009,0.8999999999999999
2011/12,Landfill,,,Undefined,Units,,37.4
2011/12,Incineration with EfW,,,Undefined,Units,,19.1
2011/12,Incineration without EfW,,,Undefined,Units,,0.0
2011/12,Recycled-composted,,,Undefined,Units,,41.8
2011/12,Other,,,Undefined,Units,,1.7000000000000002
2011/12,Landfill,North West,,Undefined,Units,E12000002,51.7
2011/12,Incineration with EfW,North West,,Undefined,Units,E12000002,2.8000000000000003
2011/12,Incineration without EfW,North West,,Undefined,Units,E12000002,0.0
2011/12,Recycled-composted,North West,,Undefined,Units,E12000002,42.9
2011/12,Other,North West,,Undefined,Units,E12000002,2.6
2011/12,Landfill,East Midlands,,Undefined,Units,E12000004,39.8
2011/12,Incineration with EfW,East Midlands,,Undefined,Units,E12000004,12.6
2011/12,Incineration without EfW,East Midlands,,Undefined,Units,E12000004,0.0
2011/12,Recycled-composted,East Midlands,,Undefined,Units,E12000004,45.3
2011/12,Other,East Midlands,,Undefined,Units,E12000004,2.3
2011/12,Landfill,East of England,,Undefined,Units,E12000006,44.8
2011/12,Incineration with EfW,East of England,,Undefined,Units,E12000006,5.4
2011/12,Incineration without EfW,East of England,,Undefined,Units,E12000006,0.0
2011/12,Recycled-composted,East of England,,Undefined,Units,E12000006,48.7
2011/12,Other,East of England,,Undefined,Units,E12000006,1.1
2011/12,Landfill,South East,,Undefined,Units,E12000008,25.1
2011/12,Incineration with EfW,South East,,Undefined,Units,E12000008,30.6
2011/12,Incineration without EfW,South East,,Undefined,Units,E12000008,0.0
2011/12,Recycled-composted,South East,,Undefined,Units,E12000008,44.2
2011/12,Other,South East,,Undefined,Units,E12000008,0.1
2011/12,Landfill,North East,,Undefined,Units,E12000001,37.4
2011/12,Incineration with EfW,North East,,Undefined,Units,E12000001,22.8
2011/12,Incineration without EfW,North East,,Undefined,Units,E12000001,0.0
2011/12,Recycled-composted,North East,,Undefined,Units,E12000001,38.5
2011/12,Other,North East,,Undefined,Units,E12000001,1.2
2011/12,Landfill,Yorkshire and the Humber,,Undefined,Units,E12000003,43.0
2011/12,Incineration with EfW,Yorkshire and the Humber,,Undefined,Units,E12000003,14.7
2011/12,Incineration without EfW,Yorkshire and the Humber,,Undefined,Units,E12000003,0.0
2011/12,Recycled-composted,Yorkshire and the Humber,,Undefined,Units,E12000003,40.9
2011/12,Other,Yorkshire and the Humber,,Undefined,Units,E12000003,1.5
2011/12,Landfill,West Midlands,,Undefined,Units,E12000005,24.7
2011/12,Incineration with EfW,West Midlands,,Undefined,Units,E12000005,34.1
2011/12,Incineration without EfW,West Midlands,,Undefined,Units,E12000005,0.0
2011/12,Recycled-composted,West Midlands,,Undefined,Units,E12000005,41.1
2011/12,Other,West Midlands,,Undefined,Units,E12000005,0.0
2011/12,Landfill,London,,Undefined,Units,E12000007,30.6
2011/12,Incineration with EfW,London,,Undefined,Units,E12000007,35.7
2011/12,Incineration without EfW,London,,Undefined,Units,E12000007,0.0
2011/12,Recycled-composted,London,,Undefined,Units,E12000007,30.3
2011/12,Other,London,,Undefined,Units,E12000007,3.4000000000000004
2011/12,Landfill,South West,,Undefined,Units,E12000009,44.4
2011/12,Incineration with EfW,South West,,Undefined,Units,E12000009,6.7
2011/12,Incineration without EfW,South West,,Undefined,Units,E12000009,0.1
2011/12,Recycled-composted,South West,,Undefined,Units,E12000009,45.8
2011/12,Other,South West,,Undefined,Units,E12000009,3.0
2012/13,Landfill,,,Undefined,Units,,33.900000000000006
2012/13,Incineration with EfW,,,Undefined,Units,,21.9
2012/13,Incineration without EfW,,,Undefined,Units,,0.0
2012/13,Recycled-composted,,,Undefined,Units,,42.1
2012/13,Other,,,Undefined,Units,,2.1
2012/13,Landfill,North West,,Undefined,Units,E12000002,46.0
2012/13,Incineration with EfW,North West,,Undefined,Units,E12000002,5.5
2012/13,Incineration without EfW,North West,,Undefined,Units,E12000002,0.0
2012/13,Recycled-composted,North West,,Undefined,Units,E12000002,43.7
2012/13,Other,North West,,Undefined,Units,E12000002,4.7
2012/13,Landfill,East Midlands,,Undefined,Units,E12000004,38.4
2012/13,Incineration with EfW,East Midlands,,Undefined,Units,E12000004,13.8
2012/13,Incineration without EfW,East Midlands,,Undefined,Units,E12000004,0.0
2012/13,Recycled-composted,East Midlands,,Undefined,Units,E12000004,45.6
2012/13,Other,East Midlands,,Undefined,Units,E12000004,2.2
2012/13,Landfill,East of England,,Undefined,Units,E12000006,43.6
2012/13,Incineration with EfW,East of England,,Undefined,Units,E12000006,6.9
2012/13,Incineration without EfW,East of England,,Undefined,Units,E12000006,0.0
2012/13,Recycled-composted,East of England,,Undefined,Units,E12000006,47.4
2012/13,Other,East of England,,Undefined,Units,E12000006,2.1
2012/13,Landfill,South East,,Undefined,Units,E12000008,21.8
2012/13,Incineration with EfW,South East,,Undefined,Units,E12000008,33.800000000000004
2012/13,Incineration without EfW,South East,,Undefined,Units,E12000008,0.0
2012/13,Recycled-composted,South East,,Undefined,Units,E12000008,44.3
2012/13,Other,South East,,Undefined,Units,E12000008,0.2
2012/13,Landfill,North East,,Undefined,Units,E12000001,30.5
2012/13,Incineration with EfW,North East,,Undefined,Units,E12000001,29.7
2012/13,Incineration without EfW,North East,,Undefined,Units,E12000001,0.0
2012/13,Recycled-composted,North East,,Undefined,Units,E12000001,37.6
2012/13,Other,North East,,Undefined,Units,E12000001,2.2
2012/13,Landfill,Yorkshire and the Humber,,Undefined,Units,E12000003,38.2
2012/13,Incineration with EfW,Yorkshire and the Humber,,Undefined,Units,E12000003,18.5
2012/13,Incineration without EfW,Yorkshire and the Humber,,Undefined,Units,E12000003,0.0
2012/13,Recycled-composted,Yorkshire and the Humber,,Undefined,Units,E12000003,42.4
2012/13,Other,Yorkshire and the Humber,,Undefined,Units,E12000003,1.0
2012/13,Landfill,West Midlands,,Undefined,Units,E12000005,23.200000000000003
2012/13,Incineration with EfW,West Midlands,,Undefined,Units,E12000005,34.300000000000004
2012/13,Incineration without EfW,West Midlands,,Undefined,Units,E12000005,0.0
2012/13,Recycled-composted,West Midlands,,Undefined,Units,E12000005,42.0
2012/13,Other,West Midlands,,Undefined,Units,E12000005,0.5
2012/13,Landfill,London,,Undefined,Units,E12000007,25.5
2012/13,Incineration with EfW,London,,Undefined,Units,E12000007,40.9
2012/13,Incineration without EfW,London,,Undefined,Units,E12000007,0.0
2012/13,Recycled-composted,London,,Undefined,Units,E12000007,30.4
2012/13,Other,London,,Undefined,Units,E12000007,3.2
2012/13,Landfill,South West,,Undefined,Units,E12000009,42.8
2012/13,Incineration with EfW,South West,,Undefined,Units,E12000009,8.4
2012/13,Incineration without EfW,South West,,Undefined,Units,E12000009,0.1
2012/13,Recycled-composted,South West,,Undefined,Units,E12000009,46.1
2012/13,Other,South West,,Undefined,Units,E12000009,2.6
2013/14,Landfill,,,Undefined,Units,,30.9
2013/14,Incineration with EfW,,,Undefined,Units,,24.2
2013/14,Incineration without EfW,,,Undefined,Units,,0.2
2013/14,Recycled-composted,,,Undefined,Units,,42.6
2013/14,Other,,,Undefined,Units,,2.1
2013/14,Landfill,North West,,Undefined,Units,E12000002,40.3
2013/14,Incineration with EfW,North West,,Undefined,Units,E12000002,9.4
2013/14,Incineration without EfW,North West,,Undefined,Units,E12000002,0.0
2013/14,Recycled-composted,North West,,Undefined,Units,E12000002,45.5
2013/14,Other,North West,,Undefined,Units,E12000002,4.7
2013/14,Landfill,East Midlands,,Undefined,Units,E12000004,32.9
2013/14,Incineration with EfW,East Midlands,,Undefined,Units,E12000004,19.3
2013/14,Incineration without EfW,East Midlands,,Undefined,Units,E12000004,0.0
2013/14,Recycled-composted,East Midlands,,Undefined,Units,E12000004,45.3
