Year,Units,Water type,Geography (HydroBASINs ID),Unit measure,Observation status,Unit multiplier,Value
2009-2013,Spatial extent (square km),Permanent,2060049690 (Wales & Dee),square km,Undefined,Units,55.0540543489361
2010-2014,Spatial extent (square km),Permanent,2060049690 (Wales & Dee),square km,Undefined,Units,55.0100719720638
2011-2015,Spatial extent (square km),Permanent,2060049690 (Wales & Dee),square km,Undefined,Units,56.3659173292478
2012-2016,Spatial extent (square km),Permanent,2060049690 (Wales & Dee),square km,Undefined,Units,56.0025937136629
2013-2017,Spatial extent (square km),Permanent,2060049690 (Wales & Dee),square km,Undefined,Units,58.624964766942
2014-2018,Spatial extent (square km),Permanent,2060049690 (Wales & Dee),square km,Undefined,Units,58.1919155349411
2015-2019,Spatial extent (square km),Permanent,2060049690 (Wales & Dee),square km,Undefined,Units,57.6665241562368
2001-2005 (baseline),Spatial extent (square km),Ephemeral,2060049690 (Wales & Dee),square km,Undefined,Units,13.0925738926478
2001-2005 (baseline),Spatial extent (square km),Seasonal,2060049690 (Wales & Dee),square km,Undefined,Units,5.58795055926056
2001-2005 (baseline),Spatial extent (square km),Permanent,2060049690 (Wales & Dee),square km,Undefined,Units,55.9826869980643
1984-1988,Spatial extent (square km),Ephemeral,2060050410 (Mersey),square km,Undefined,Units,1.65444609116296
1985-1989,Spatial extent (square km),Ephemeral,2060050410 (Mersey),square km,Undefined,Units,1.41931755508739
1986-1990,Spatial extent (square km),Ephemeral,2060050410 (Mersey),square km,Undefined,Units,1.63068310081489
1998-2002,Spatial extent (square km),Ephemeral,2060050410 (Mersey),square km,Undefined,Units,3.98228113249626
1999-2003,Spatial extent (square km),Ephemeral,2060050410 (Mersey),square km,Undefined,Units,4.16977946423383
2009-2013,Spatial extent (square km),Ephemeral,2060050410 (Mersey),square km,Undefined,Units,3.77914925447707
2010-2014,Spatial extent (square km),Ephemeral,2060050410 (Mersey),square km,Undefined,Units,3.74996663475137
2011-2015,Spatial extent (square km),Ephemeral,2060050410 (Mersey),square km,Undefined,Units,3.5389137599495
2012-2016,Spatial extent (square km),Ephemeral,2060050410 (Mersey),square km,Undefined,Units,3.27095477668252
2013-2017,Spatial extent (square km),Ephemeral,2060050410 (Mersey),square km,Undefined,Units,2.94546434309918
2014-2018,Spatial extent (square km),Ephemeral,2060050410 (Mersey),square km,Undefined,Units,2.85270530182823
2015-2019,Spatial extent (square km),Ephemeral,2060050410 (Mersey),square km,Undefined,Units,2.69261778790444
1984-1988,Spatial extent (square km),Seasonal,2060050410 (Mersey),square km,Undefined,Units,2.65186634393035
1985-1989,Spatial extent (square km),Seasonal,2060050410 (Mersey),square km,Undefined,Units,3.39425134502357
1986-1990,Spatial extent (square km),Seasonal,2060050410 (Mersey),square km,Undefined,Units,3.36329692338596
1998-2002,Spatial extent (square km),Seasonal,2060050410 (Mersey),square km,Undefined,Units,0.981682482843892
1999-2003,Spatial extent (square km),Seasonal,2060050410 (Mersey),square km,Undefined,Units,1.11644365179146
2009-2013,Spatial extent (square km),Seasonal,2060050410 (Mersey),square km,Undefined,Units,1.92938805843572
2010-2014,Spatial extent (square km),Seasonal,2060050410 (Mersey),square km,Undefined,Units,2.17816989159725
2011-2015,Spatial extent (square km),Seasonal,2060050410 (Mersey),square km,Undefined,Units,2.27686968045521
2012-2016,Spatial extent (square km),Seasonal,2060050410 (Mersey),square km,Undefined,Units,2.8671923880492
2013-2017,Spatial extent (square km),Seasonal,2060050410 (Mersey),square km,Undefined,Units,3.58133278219363
2014-2018,Spatial extent (square km),Seasonal,2060050410 (Mersey),square km,Undefined,Units,3.78738292218539
2015-2019,Spatial extent (square km),Seasonal,2060050410 (Mersey),square km,Undefined,Units,4.26107937451849
1984-1988,Spatial extent (square km),Permanent,2060050410 (Mersey),square km,Undefined,Units,10.8811566592916
1985-1989,Spatial extent (square km),Permanent,2060050410 (Mersey),square km,Undefined,Units,10.9061703333422
1986-1990,Spatial extent (square km),Permanent,2060050410 (Mersey),square km,Undefined,Units,10.5613985260115
1998-2002,Spatial extent (square km),Permanent,2060050410 (Mersey),square km,Undefined,Units,9.91604573550628
1999-2003,Spatial extent (square km),Permanent,2060050410 (Mersey),square km,Undefined,Units,10.3286671336991
2009-2013,Spatial extent (square km),Permanent,2060050410 (Mersey),square km,Undefined,Units,11.1588084412532
2010-2014,Spatial extent (square km),Permanent,2060050410 (Mersey),square km,Undefined,Units,11.3890384661605
2011-2015,Spatial extent (square km),Permanent,2060050410 (Mersey),square km,Undefined,Units,11.7492353724891
2012-2016,Spatial extent (square km),Permanent,2060050410 (Mersey),square km,Undefined,Units,11.5488133091587
2013-2017,Spatial extent (square km),Permanent,2060050410 (Mersey),square km,Undefined,Units,11.4559500442459
2014-2018,Spatial extent (square km),Permanent,2060050410 (Mersey),square km,Undefined,Units,11.44729948197
2015-2019,Spatial extent (square km),Permanent,2060050410 (Mersey),square km,Undefined,Units,11.2059175273818
2001-2005 (baseline),Spatial extent (square km),Ephemeral,2060050410 (Mersey),square km,Undefined,Units,4.10849596280987
2001-2005 (baseline),Spatial extent (square km),Seasonal,2060050410 (Mersey),square km,Undefined,Units,0.771776068102667
2001-2005 (baseline),Spatial extent (square km),Permanent,2060050410 (Mersey),square km,Undefined,Units,11.1727744092648
1984-1988,Spatial extent (square km),Ephemeral,2060050420 (North West England),square km,Undefined,Units,8.3023510883174
1985-1989,Spatial extent (square km),Ephemeral,2060050420 (North West England),square km,Undefined,Units,7.57424472616139
1986-1990,Spatial extent (square km),Ephemeral,2060050420 (North West England),square km,Undefined,Units,7.262407589664
1998-2002,Spatial extent (square km),Ephemeral,2060050420 (North West England),square km,Undefined,Units,11.7057741138261
1999-2003,Spatial extent (square km),Ephemeral,2060050420 (North West England),square km,Undefined,Units,12.1584173905
2009-2013,Spatial extent (square km),Ephemeral,2060050420 (North West England),square km,Undefined,Units,10.746395490344
2010-2014,Spatial extent (square km),Ephemeral,2060050420 (North West England),square km,Undefined,Units,9.95731829768975
2011-2015,Spatial extent (square km),Ephemeral,2060050420 (North West England),square km,Undefined,Units,8.89006820486446
2012-2016,Spatial extent (square km),Ephemeral,2060050420 (North West England),square km,Undefined,Units,8.1409086670492
2013-2017,Spatial extent (square km),Ephemeral,2060050420 (North West England),square km,Undefined,Units,6.87990682397369
2014-2018,Spatial extent (square km),Ephemeral,2060050420 (North West England),square km,Undefined,Units,7.52400893077645
2015-2019,Spatial extent (square km),Ephemeral,2060050420 (North West England),square km,Undefined,Units,6.95911679180057
1984-1988,Spatial extent (square km),Seasonal,2060050420 (North West England),square km,Undefined,Units,7.11503536004926
1985-1989,Spatial extent (square km),Seasonal,2060050420 (North West England),square km,Undefined,Units,9.70009434953615
1986-1990,Spatial extent (square km),Seasonal,2060050420 (North West England),square km,Undefined,Units,10.2625893447488
1998-2002,Spatial extent (square km),Seasonal,2060050420 (North West England),square km,Undefined,Units,5.81526232219533
1999-2003,Spatial extent (square km),Seasonal,2060050420 (North West England),square km,Undefined,Units,6.35930973279572
2009-2013,Spatial extent (square km),Seasonal,2060050420 (North West England),square km,Undefined,Units,9.21118124548894
2010-2014,Spatial extent (square km),Seasonal,2060050420 (North West England),square km,Undefined,Units,10.4382061813124
2011-2015,Spatial extent (square km),Seasonal,2060050420 (North West England),square km,Undefined,Units,10.3606637917555
2012-2016,Spatial extent (square km),Seasonal,2060050420 (North West England),square km,Undefined,Units,12.4551420989252
2013-2017,Spatial extent (square km),Seasonal,2060050420 (North West England),square km,Undefined,Units,15.6421968438963
2014-2018,Spatial extent (square km),Seasonal,2060050420 (North West England),square km,Undefined,Units,16.7663530451867
2015-2019,Spatial extent (square km),Seasonal,2060050420 (North West England),square km,Undefined,Units,18.9579677865862
1984-1988,Spatial extent (square km),Permanent,2060050420 (North West England),square km,Undefined,Units,48.6966206416941
1985-1989,Spatial extent (square km),Permanent,2060050420 (North West England),square km,Undefined,Units,55.5183706735002
1986-1990,Spatial extent (square km),Permanent,2060050420 (North West England),square km,Undefined,Units,58.5435661026357
1998-2002,Spatial extent (square km),Permanent,2060050420 (North West England),square km,Undefined,Units,54.7248118642451
1999-2003,Spatial extent (square km),Permanent,2060050420 (North West England),square km,Undefined,Units,58.4900993743525
2009-2013,Spatial extent (square km),Permanent,2060050420 (North West England),square km,Undefined,Units,65.2935060451882
2010-2014,Spatial extent (square km),Permanent,2060050420 (North West England),square km,Undefined,Units,65.798886484652
2011-2015,Spatial extent (square km),Permanent,2060050420 (North West England),square km,Undefined,Units,68.27075859906
2012-2016,Spatial extent (square km),Permanent,2060050420 (North West England),square km,Undefined,Units,67.8619934756165
2013-2017,Spatial extent (square km),Permanent,2060050420 (North West England),square km,Undefined,Units,69.8571466520769
2014-2018,Spatial extent (square km),Permanent,2060050420 (North West England),square km,Undefined,Units,69.1754198105564
2015-2019,Spatial extent (square km),Permanent,2060050420 (North West England),square km,Undefined,Units,68.4086464772639
2001-2005 (baseline),Spatial extent (square km),Ephemeral,2060050420 (North West England),square km,Undefined,Units,13.174910569731
2001-2005 (baseline),Spatial extent (square km),Seasonal,2060050420 (North West England),square km,Undefined,Units,2.42267855544179
2001-2005 (baseline),Spatial extent (square km),Permanent,2060050420 (North West England),square km,Undefined,Units,64.6728542578078
1984-1988,Spatial extent (square km),Ephemeral,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,6.46405449288258
1985-1989,Spatial extent (square km),Ephemeral,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,6.17973239784084
1986-1990,Spatial extent (square km),Ephemeral,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,6.57609490790086
1998-2002,Spatial extent (square km),Ephemeral,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,8.45003598885778
1999-2003,Spatial extent (square km),Ephemeral,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,8.40918032124181
2009-2013,Spatial extent (square km),Ephemeral,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,7.61301592093982
2010-2014,Spatial extent (square km),Ephemeral,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,7.01477221656314
2011-2015,Spatial extent (square km),Ephemeral,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,6.30240362433063
2012-2016,Spatial extent (square km),Ephemeral,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,5.71458228414169
2013-2017,Spatial extent (square km),Ephemeral,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,4.58125440236608
2014-2018,Spatial extent (square km),Ephemeral,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,4.21428295931551
2015-2019,Spatial extent (square km),Ephemeral,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,4.15060231412838
1984-1988,Spatial extent (square km),Seasonal,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,6.99882599935588
1985-1989,Spatial extent (square km),Seasonal,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,7.3581891165494
1986-1990,Spatial extent (square km),Seasonal,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,6.99809643386274
1998-2002,Spatial extent (square km),Seasonal,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,5.004923506598
1999-2003,Spatial extent (square km),Seasonal,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,5.41837869392592
2009-2013,Spatial extent (square km),Seasonal,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,6.29948536235805
2010-2014,Spatial extent (square km),Seasonal,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,7.29086064389655
2011-2015,Spatial extent (square km),Seasonal,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,7.92818821397728
2012-2016,Spatial extent (square km),Seasonal,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,8.80689773864623
2013-2017,Spatial extent (square km),Seasonal,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,10.3290840282666
2014-2018,Spatial extent (square km),Seasonal,2060050790 (Galloway & Ayrshire),square km,Undefined,Units,11.3130594312318
